Titulo,Cifra,Fecha,Valor,Año,Mes,Nombre_Mes,Dia,Serie
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente",94.79299657,01/04/2012,103.2196917,2012,4,April,1,No Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Agropecuarios",94.4462413,01/04/2012,100.8331626,2012,4,April,1,No Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Agropecuarios, Frutas y verduras",89.38015835,01/04/2012,85.657445,2012,4,April,1,No Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Agropecuarios, Pecuarios",98.1564671,01/04/2012,112.3590716,2012,4,April,1,No Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Energéticos y tarifas autorizadas por el gobierno",95.0143597,01/04/2012,104.5874807,2012,4,April,1,No Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Energéticos y tarifas autorizadas por el gobierno, Energéticos",94.9726977,01/04/2012,106.2463947,2012,4,April,1,No Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Energéticos y tarifas autorizadas por el gobierno, Tarifas autorizadas por el gobierno",95.08362588,01/04/2012,101.5993397,2012,4,April,1,No Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente",94.79299657,01/05/2012,100.8913057,2012,5,May,1,No Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Agropecuarios",94.4462413,01/05/2012,101.4969621,2012,5,May,1,No Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Agropecuarios, Frutas y verduras",89.38015835,01/05/2012,87.49341932,2012,5,May,1,No Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Agropecuarios, Pecuarios",98.1564671,01/05/2012,112.1326082,2012,5,May,1,No Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Energéticos y tarifas autorizadas por el gobierno",95.0143597,01/05/2012,100.5441865,2012,5,May,1,No Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Energéticos y tarifas autorizadas por el gobierno, Energéticos",94.9726977,01/05/2012,99.88669181,2012,5,May,1,No Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Energéticos y tarifas autorizadas por el gobierno, Tarifas autorizadas por el gobierno",95.08362588,01/05/2012,101.7285077,2012,5,May,1,No Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente",94.79299657,01/06/2012,102.2027336,2012,6,June,1,No Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Agropecuarios",94.4462413,01/06/2012,104.154725,2012,6,June,1,No Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Agropecuarios, Frutas y verduras",89.38015835,01/06/2012,94.34964086,2012,6,June,1,No Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Agropecuarios, Pecuarios",98.1564671,01/06/2012,111.6016552,2012,6,June,1,No Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Energéticos y tarifas autorizadas por el gobierno",95.0143597,01/06/2012,101.0839909,2012,6,June,1,No Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Energéticos y tarifas autorizadas por el gobierno, Energéticos",94.9726977,01/06/2012,100.6468705,2012,6,June,1,No Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Energéticos y tarifas autorizadas por el gobierno, Tarifas autorizadas por el gobierno",95.08362588,01/06/2012,101.8713599,2012,6,June,1,No Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente",94.79299657,01/07/2012,103.6445858,2012,7,July,1,No Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Agropecuarios",94.4462413,01/07/2012,107.2673262,2012,7,July,1,No Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Agropecuarios, Frutas y verduras",89.38015835,01/07/2012,96.86537789,2012,7,July,1,No Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Agropecuarios, Pecuarios",98.1564671,01/07/2012,115.1675727,2012,7,July,1,No Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Energéticos y tarifas autorizadas por el gobierno",95.0143597,01/07/2012,101.5682884,2012,7,July,1,No Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Energéticos y tarifas autorizadas por el gobierno, Energéticos",94.9726977,01/07/2012,101.382643,2012,7,July,1,No Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Energéticos y tarifas autorizadas por el gobierno, Tarifas autorizadas por el gobierno",95.08362588,01/07/2012,101.9026847,2012,7,July,1,No Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente",94.79299657,01/08/2012,104.218436,2012,8,August,1,No Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Agropecuarios",94.4462413,01/08/2012,107.9015866,2012,8,August,1,No Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Agropecuarios, Frutas y verduras",89.38015835,01/08/2012,95.61198415,2012,8,August,1,No Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Agropecuarios, Pecuarios",98.1564671,01/08/2012,117.2355005,2012,8,August,1,No Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Energéticos y tarifas autorizadas por el gobierno",95.0143597,01/08/2012,102.1075157,2012,8,August,1,No Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Energéticos y tarifas autorizadas por el gobierno, Energéticos",94.9726977,01/08/2012,102.1823895,2012,8,August,1,No Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Energéticos y tarifas autorizadas por el gobierno, Tarifas autorizadas por el gobierno",95.08362588,01/08/2012,101.9726484,2012,8,August,1,No Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente",94.79299657,01/09/2012,105.5965406,2012,9,September,1,No Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Agropecuarios",94.4462413,01/09/2012,111.7300363,2012,9,September,1,No Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Agropecuarios, Frutas y verduras",89.38015835,01/09/2012,98.15850749,2012,9,September,1,No Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Agropecuarios, Pecuarios",98.1564671,01/09/2012,122.0375692,2012,9,September,1,No Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Energéticos y tarifas autorizadas por el gobierno",95.0143597,01/09/2012,102.0812567,2012,9,September,1,No Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Energéticos y tarifas autorizadas por el gobierno, Energéticos",94.9726977,01/09/2012,102.0441508,2012,9,September,1,No Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Energéticos y tarifas autorizadas por el gobierno, Tarifas autorizadas por el gobierno",95.08362588,01/09/2012,102.1480941,2012,9,September,1,No Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente",94.79299657,01/10/2012,107.1007518,2012,10,October,1,No Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Agropecuarios",94.4462413,01/10/2012,111.6537253,2012,10,October,1,No Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Agropecuarios, Frutas y verduras",89.38015835,01/10/2012,96.77447795,2012,10,October,1,No Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Agropecuarios, Pecuarios",98.1564671,01/10/2012,122.9544663,2012,10,October,1,No Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Energéticos y tarifas autorizadas por el gobierno",95.0143597,01/10/2012,104.4913109,2012,10,October,1,No Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Energéticos y tarifas autorizadas por el gobierno, Energéticos",94.9726977,01/10/2012,105.6978316,2012,10,October,1,No Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Energéticos y tarifas autorizadas por el gobierno, Tarifas autorizadas por el gobierno",95.08362588,01/10/2012,102.3180493,2012,10,October,1,No Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente",94.79299657,01/11/2012,110.0244177,2012,11,November,1,No Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Agropecuarios",94.4462413,01/11/2012,110.7566016,2012,11,November,1,No Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Agropecuarios, Frutas y verduras",89.38015835,01/11/2012,94.80051635,2012,11,November,1,No Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Agropecuarios, Pecuarios",98.1564671,01/11/2012,122.8751974,2012,11,November,1,No Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Energéticos y tarifas autorizadas por el gobierno",95.0143597,01/11/2012,109.6047819,2012,11,November,1,No Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Energéticos y tarifas autorizadas por el gobierno, Energéticos",94.9726977,01/11/2012,113.4651121,2012,11,November,1,No Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Energéticos y tarifas autorizadas por el gobierno, Tarifas autorizadas por el gobierno",95.08362588,01/11/2012,102.6513106,2012,11,November,1,No Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente",94.79299657,01/12/2012,110.6599207,2012,12,December,1,No Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Agropecuarios",94.4462413,01/12/2012,111.5774688,2012,12,December,1,No Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Agropecuarios, Frutas y verduras",89.38015835,01/12/2012,95.33150663,2012,12,December,1,No Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Agropecuarios, Pecuarios",98.1564671,01/12/2012,123.9162253,2012,12,December,1,No Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Energéticos y tarifas autorizadas por el gobierno",95.0143597,01/12/2012,110.1340472,2012,12,December,1,No Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Energéticos y tarifas autorizadas por el gobierno, Energéticos",94.9726977,01/12/2012,114.2467693,2012,12,December,1,No Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Energéticos y tarifas autorizadas por el gobierno, Tarifas autorizadas por el gobierno",95.08362588,01/12/2012,102.7259516,2012,12,December,1,No Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente",94.79299657,01/01/2013,111.0280013,2013,1,January,1,No Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Agropecuarios",94.4462413,01/01/2013,111.3061397,2013,1,January,1,No Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Agropecuarios, Frutas y verduras",89.38015835,01/01/2013,94.02738614,2013,1,January,1,No Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Agropecuarios, Pecuarios",98.1564671,01/01/2013,124.4292978,2013,1,January,1,No Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Energéticos y tarifas autorizadas por el gobierno",95.0143597,01/01/2013,110.8685921,2013,1,January,1,No Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Energéticos y tarifas autorizadas por el gobierno, Energéticos",94.9726977,01/01/2013,114.9216272,2013,1,January,1,No Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Energéticos y tarifas autorizadas por el gobierno, Tarifas autorizadas por el gobierno",95.08362588,01/01/2013,103.5680085,2013,1,January,1,No Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente",94.79299657,01/02/2013,111.5196742,2013,2,February,1,No Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Agropecuarios",94.4462413,01/02/2013,111.3318388,2013,2,February,1,No Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Agropecuarios, Frutas y verduras",89.38015835,01/02/2013,95.31100247,2013,2,February,1,No Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Agropecuarios, Pecuarios",98.1564671,01/02/2013,123.4996129,2013,2,February,1,No Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Energéticos y tarifas autorizadas por el gobierno",95.0143597,01/02/2013,111.6273281,2013,2,February,1,No Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Energéticos y tarifas autorizadas por el gobierno, Energéticos",94.9726977,01/02/2013,115.4612207,2013,2,February,1,No Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Energéticos y tarifas autorizadas por el gobierno, Tarifas autorizadas por el gobierno",95.08362588,01/02/2013,104.7214775,2013,2,February,1,No Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente",94.79299657,01/03/2013,113.8680776,2013,3,March,1,No Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Agropecuarios",94.4462413,01/03/2013,116.4851129,2013,3,March,1,No Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Agropecuarios, Frutas y verduras",89.38015835,01/03/2013,105.1048997,2013,3,March,1,No Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Agropecuarios, Pecuarios",98.1564671,01/03/2013,125.1283485,2013,3,March,1,No Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Energéticos y tarifas autorizadas por el gobierno",95.0143597,01/03/2013,112.368179,2013,3,March,1,No Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Energéticos y tarifas autorizadas por el gobierno, Energéticos",94.9726977,01/03/2013,116.39279,2013,3,March,1,No Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Energéticos y tarifas autorizadas por el gobierno, Tarifas autorizadas por el gobierno",95.08362588,01/03/2013,105.1187945,2013,3,March,1,No Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente",94.79299657,01/04/2013,113.872549,2013,4,April,1,No Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Agropecuarios",94.4462413,01/04/2013,118.2265123,2013,4,April,1,No Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Agropecuarios, Frutas y verduras",89.38015835,01/04/2013,107.1821952,2013,4,April,1,No Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Agropecuarios, Pecuarios",98.1564671,01/04/2013,126.5860796,2013,4,April,1,No Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Energéticos y tarifas autorizadas por el gobierno",95.0143597,01/04/2013,111.356576,2013,4,April,1,No Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Energéticos y tarifas autorizadas por el gobierno, Energéticos",94.9726977,01/04/2013,113.1261568,2013,4,April,1,No Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Energéticos y tarifas autorizadas por el gobierno, Tarifas autorizadas por el gobierno",95.08362588,01/04/2013,107.9620441,2013,4,April,1,No Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente",94.79299657,01/05/2013,111.5419899,2013,5,May,1,No Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Agropecuarios",94.4462413,01/05/2013,117.0291275,2013,5,May,1,No Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Agropecuarios, Frutas y verduras",89.38015835,01/05/2013,101.0646774,2013,5,May,1,No Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Agropecuarios, Pecuarios",98.1564671,01/05/2013,129.0450551,2013,5,May,1,No Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Energéticos y tarifas autorizadas por el gobierno",95.0143597,01/05/2013,108.3381612,2013,5,May,1,No Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Energéticos y tarifas autorizadas por el gobierno, Energéticos",94.9726977,01/05/2013,108.1148804,2013,5,May,1,No Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Energéticos y tarifas autorizadas por el gobierno, Tarifas autorizadas por el gobierno",95.08362588,01/05/2013,108.3546818,2013,5,May,1,No Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente",94.79299657,01/06/2013,110.7754505,2013,6,June,1,No Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Agropecuarios",94.4462413,01/06/2013,113.5156963,2013,6,June,1,No Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Agropecuarios, Frutas y verduras",89.38015835,01/06/2013,93.19762389,2013,6,June,1,No Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Agropecuarios, Pecuarios",98.1564671,01/06/2013,128.7638997,2013,6,June,1,No Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Energéticos y tarifas autorizadas por el gobierno",95.0143597,01/06/2013,109.2323993,2013,6,June,1,No Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Energéticos y tarifas autorizadas por el gobierno, Energéticos",94.9726977,01/06/2013,109.0629298,2013,6,June,1,No Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Energéticos y tarifas autorizadas por el gobierno, Tarifas autorizadas por el gobierno",95.08362588,01/06/2013,109.1540801,2013,6,June,1,No Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente",94.79299657,01/07/2013,110.4900026,2013,7,July,1,No Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Agropecuarios",94.4462413,01/07/2013,111.7977832,2013,7,July,1,No Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Agropecuarios, Frutas y verduras",89.38015835,01/07/2013,91.04010887,2013,7,July,1,No Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Agropecuarios, Pecuarios",98.1564671,01/07/2013,127.3706476,2013,7,July,1,No Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Energéticos y tarifas autorizadas por el gobierno",95.0143597,01/07/2013,109.8131415,2013,7,July,1,No Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Energéticos y tarifas autorizadas por el gobierno, Energéticos",94.9726977,01/07/2013,109.7543406,2013,7,July,1,No Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Energéticos y tarifas autorizadas por el gobierno, Tarifas autorizadas por el gobierno",95.08362588,01/07/2013,109.5440079,2013,7,July,1,No Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente",94.79299657,01/08/2013,111.5241548,2013,8,August,1,No Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Agropecuarios",94.4462413,01/08/2013,113.5019019,2013,8,August,1,No Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Agropecuarios, Frutas y verduras",89.38015835,01/08/2013,95.82213192,2013,8,August,1,No Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Agropecuarios, Pecuarios",98.1564671,01/08/2013,126.7886457,2013,8,August,1,No Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Energéticos y tarifas autorizadas por el gobierno",95.0143597,01/08/2013,110.443106,2013,8,August,1,No Subyacente
