Titulo,Cifra,Fecha,Valor,Año,Mes,Nombre_Mes,Dia,Serie
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Clasificación 2002 Indice de Precios Subyacente, No subyacente (definición 2002)",95.37921688,01/12/2012,106.20184,2012,12,December,1,Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Clasificación 2002 Indice de Precios Subyacente, No subyacente (definición 2002), Administrados y concertados (clasificación 2002)",95.87540523,01/12/2012,103.7558419,2012,12,December,1,Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Clasificación 2002 Indice de Precios Subyacente, No subyacente (definición 2002), Administrados y concertados (clasificación 2002), Concertados (clasificación 2002)",96.85413683,01/12/2012,92.81474012,2012,12,December,1,Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Principales índices, Precios al Consumidor (INPC), Subyacente",97.14525843,01/01/2013,106.66215,2013,1,January,1,Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente",97.14525843,01/01/2013,106.66215,2013,1,January,1,Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Clasificación 2002 Indice de Precios Subyacente, Subyacente (clasificación 2002)",97.02208181,01/01/2013,107.9051155,2013,1,January,1,Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Clasificación 2002 Indice de Precios Subyacente, No subyacente (definición 2002)",95.37921688,01/01/2013,107.0644287,2013,1,January,1,Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Clasificación 2002 Indice de Precios Subyacente, No subyacente (definición 2002), Administrados y concertados (clasificación 2002)",95.87540523,01/01/2013,105.1343816,2013,1,January,1,Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Clasificación 2002 Indice de Precios Subyacente, No subyacente (definición 2002), Administrados y concertados (clasificación 2002), Concertados (clasificación 2002)",96.85413683,01/01/2013,94.92715716,2013,1,January,1,Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Principales índices, Precios al Consumidor (INPC), Subyacente",97.14525843,01/02/2013,107.2049649,2013,2,February,1,Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente",97.14525843,01/02/2013,107.2049649,2013,2,February,1,Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Clasificación 2002 Indice de Precios Subyacente, Subyacente (clasificación 2002)",97.02208181,01/02/2013,108.1594275,2013,2,February,1,Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Clasificación 2002 Indice de Precios Subyacente, No subyacente (definición 2002)",95.37921688,01/02/2013,108.3432065,2013,2,February,1,Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Clasificación 2002 Indice de Precios Subyacente, No subyacente (definición 2002), Administrados y concertados (clasificación 2002)",95.87540523,01/02/2013,106.9833304,2013,2,February,1,Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Clasificación 2002 Indice de Precios Subyacente, No subyacente (definición 2002), Administrados y concertados (clasificación 2002), Concertados (clasificación 2002)",96.85413683,01/02/2013,98.1416467,2013,2,February,1,Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Principales índices, Precios al Consumidor (INPC), Subyacente",97.14525843,01/03/2013,107.5275016,2013,3,March,1,Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente",97.14525843,01/03/2013,107.5275016,2013,3,March,1,Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Clasificación 2002 Indice de Precios Subyacente, Subyacente (clasificación 2002)",97.02208181,01/03/2013,108.4456939,2013,3,March,1,Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Clasificación 2002 Indice de Precios Subyacente, No subyacente (definición 2002)",95.37921688,01/03/2013,110.5026424,2013,3,March,1,Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Clasificación 2002 Indice de Precios Subyacente, No subyacente (definición 2002), Administrados y concertados (clasificación 2002)",95.87540523,01/03/2013,107.7805216,2013,3,March,1,Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Clasificación 2002 Indice de Precios Subyacente, No subyacente (definición 2002), Administrados y concertados (clasificación 2002), Concertados (clasificación 2002)",96.85413683,01/03/2013,98.7986936,2013,3,March,1,Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Principales índices, Precios al Consumidor (INPC), Subyacente",97.14525843,01/04/2013,107.6135641,2013,4,April,1,Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente",97.14525843,01/04/2013,107.6135641,2013,4,April,1,Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Clasificación 2002 Indice de Precios Subyacente, Subyacente (clasificación 2002)",97.02208181,01/04/2013,108.5343933,2013,4,April,1,Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Clasificación 2002 Indice de Precios Subyacente, No subyacente (definición 2002)",95.37921688,01/04/2013,110.5155479,2013,4,April,1,Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Clasificación 2002 Indice de Precios Subyacente, No subyacente (definición 2002), Administrados y concertados (clasificación 2002)",95.87540523,01/04/2013,106.9965372,2013,4,April,1,Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Clasificación 2002 Indice de Precios Subyacente, No subyacente (definición 2002), Administrados y concertados (clasificación 2002), Concertados (clasificación 2002)",96.85413683,01/04/2013,100.4331732,2013,4,April,1,Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Principales índices, Precios al Consumidor (INPC), Subyacente",97.14525843,01/05/2013,107.8260282,2013,5,May,1,Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente",97.14525843,01/05/2013,107.8260282,2013,5,May,1,Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Clasificación 2002 Indice de Precios Subyacente, Subyacente (clasificación 2002)",97.02208181,01/05/2013,108.7534412,2013,5,May,1,Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Clasificación 2002 Indice de Precios Subyacente, No subyacente (definición 2002)",95.37921688,01/05/2013,108.5432007,2013,5,May,1,Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Clasificación 2002 Indice de Precios Subyacente, No subyacente (definición 2002), Administrados y concertados (clasificación 2002)",95.87540523,01/05/2013,104.6548822,2013,5,May,1,Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Clasificación 2002 Indice de Precios Subyacente, No subyacente (definición 2002), Administrados y concertados (clasificación 2002), Concertados (clasificación 2002)",96.85413683,01/05/2013,100.6982486,2013,5,May,1,Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Principales índices, Precios al Consumidor (INPC), Subyacente",97.14525843,01/06/2013,107.9644424,2013,6,June,1,Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente",97.14525843,01/06/2013,107.9644424,2013,6,June,1,Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Clasificación 2002 Indice de Precios Subyacente, Subyacente (clasificación 2002)",97.02208181,01/06/2013,108.9270226,2013,6,June,1,Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Clasificación 2002 Indice de Precios Subyacente, No subyacente (definición 2002)",95.37921688,01/06/2013,107.8129029,2013,6,June,1,Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Clasificación 2002 Indice de Precios Subyacente, No subyacente (definición 2002), Administrados y concertados (clasificación 2002)",95.87540523,01/06/2013,105.24154,2013,6,June,1,Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Clasificación 2002 Indice de Precios Subyacente, No subyacente (definición 2002), Administrados y concertados (clasificación 2002), Concertados (clasificación 2002)",96.85413683,01/06/2013,100.9304943,2013,6,June,1,Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Principales índices, Precios al Consumidor (INPC), Subyacente",97.14525843,01/07/2013,108.001108,2013,7,July,1,Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente",97.14525843,01/07/2013,108.001108,2013,7,July,1,Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Clasificación 2002 Indice de Precios Subyacente, Subyacente (clasificación 2002)",97.02208181,01/07/2013,109.008981,2013,7,July,1,Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Clasificación 2002 Indice de Precios Subyacente, No subyacente (definición 2002)",95.37921688,01/07/2013,107.4504395,2013,7,July,1,Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Clasificación 2002 Indice de Precios Subyacente, No subyacente (definición 2002), Administrados y concertados (clasificación 2002)",95.87540523,01/07/2013,105.520456,2013,7,July,1,Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Clasificación 2002 Indice de Precios Subyacente, No subyacente (definición 2002), Administrados y concertados (clasificación 2002), Concertados (clasificación 2002)",96.85413683,01/07/2013,100.8071047,2013,7,July,1,Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Principales índices, Precios al Consumidor (INPC), Subyacente",97.14525843,01/08/2013,108.0987049,2013,8,August,1,Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente",97.14525843,01/08/2013,108.0987049,2013,8,August,1,Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Clasificación 2002 Indice de Precios Subyacente, Subyacente (clasificación 2002)",97.02208181,01/08/2013,109.1709516,2013,8,August,1,Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Clasificación 2002 Indice de Precios Subyacente, No subyacente (definición 2002)",95.37921688,01/08/2013,108.1689662,2013,8,August,1,Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Clasificación 2002 Indice de Precios Subyacente, No subyacente (definición 2002), Administrados y concertados (clasificación 2002)",95.87540523,01/08/2013,105.7731588,2013,8,August,1,Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Clasificación 2002 Indice de Precios Subyacente, No subyacente (definición 2002), Administrados y concertados (clasificación 2002), Concertados (clasificación 2002)",96.85413683,01/08/2013,100.5901388,2013,8,August,1,Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Principales índices, Precios al Consumidor (INPC), Subyacente",97.14525843,01/09/2013,108.4488708,2013,9,September,1,Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente",97.14525843,01/09/2013,108.4488708,2013,9,September,1,Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Clasificación 2002 Indice de Precios Subyacente, Subyacente (clasificación 2002)",97.02208181,01/09/2013,109.565092,2013,9,September,1,Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Clasificación 2002 Indice de Precios Subyacente, No subyacente (definición 2002)",95.37921688,01/09/2013,108.6230913,2013,9,September,1,Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Clasificación 2002 Indice de Precios Subyacente, No subyacente (definición 2002), Administrados y concertados (clasificación 2002)",95.87540523,01/09/2013,106.0476682,2013,9,September,1,Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Clasificación 2002 Indice de Precios Subyacente, No subyacente (definición 2002), Administrados y concertados (clasificación 2002), Concertados (clasificación 2002)",96.85413683,01/09/2013,100.5002095,2013,9,September,1,Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Principales índices, Precios al Consumidor (INPC), Subyacente",97.14525843,01/10/2013,108.6572057,2013,10,October,1,Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente",97.14525843,01/10/2013,108.6572057,2013,10,October,1,Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Clasificación 2002 Indice de Precios Subyacente, Subyacente (clasificación 2002)",97.02208181,01/10/2013,109.7424967,2013,10,October,1,Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Clasificación 2002 Indice de Precios Subyacente, No subyacente (definición 2002)",95.37921688,01/10/2013,110.090683,2013,10,October,1,Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Clasificación 2002 Indice de Precios Subyacente, No subyacente (definición 2002), Administrados y concertados (clasificación 2002)",95.87540523,01/10/2013,108.6010252,2013,10,October,1,Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Clasificación 2002 Indice de Precios Subyacente, No subyacente (definición 2002), Administrados y concertados (clasificación 2002), Concertados (clasificación 2002)",96.85413683,01/10/2013,100.9222798,2013,10,October,1,Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Principales índices, Precios al Consumidor (INPC), Subyacente",97.14525843,01/11/2013,108.8041406,2013,11,November,1,Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente",97.14525843,01/11/2013,108.8041406,2013,11,November,1,Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Clasificación 2002 Indice de Precios Subyacente, Subyacente (clasificación 2002)",97.02208181,01/11/2013,109.860636,2013,11,November,1,Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Clasificación 2002 Indice de Precios Subyacente, No subyacente (definición 2002)",95.37921688,01/11/2013,113.619962,2013,11,November,1,Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Clasificación 2002 Indice de Precios Subyacente, No subyacente (definición 2002), Administrados y concertados (clasificación 2002)",95.87540523,01/11/2013,112.2101781,2013,11,November,1,Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Clasificación 2002 Indice de Precios Subyacente, No subyacente (definición 2002), Administrados y concertados (clasificación 2002), Concertados (clasificación 2002)",96.85413683,01/11/2013,101.3111029,2013,11,November,1,Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Principales índices, Precios al Consumidor (INPC), Subyacente",97.14525843,01/12/2013,109.1607463,2013,12,December,1,Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente",97.14525843,01/12/2013,109.1607463,2013,12,December,1,Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Clasificación 2002 Indice de Precios Subyacente, Subyacente (clasificación 2002)",97.02208181,01/12/2013,110.2648345,2013,12,December,1,Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Clasificación 2002 Indice de Precios Subyacente, No subyacente (definición 2002)",95.37921688,01/12/2013,114.9001947,2013,12,December,1,Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Clasificación 2002 Indice de Precios Subyacente, No subyacente (definición 2002), Administrados y concertados (clasificación 2002)",95.87540523,01/12/2013,113.0886716,2013,12,December,1,Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Clasificación 2002 Indice de Precios Subyacente, No subyacente (definición 2002), Administrados y concertados (clasificación 2002), Concertados (clasificación 2002)",96.85413683,01/12/2013,102.1075763,2013,12,December,1,Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Principales índices, Precios al Consumidor (INPC), Subyacente",97.14525843,01/01/2014,110.0912901,2014,1,January,1,Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente",97.14525843,01/01/2014,110.0912901,2014,1,January,1,Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Clasificación 2002 Indice de Precios Subyacente, Subyacente (clasificación 2002)",97.02208181,01/01/2014,111.1654367,2014,1,January,1,Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Clasificación 2002 Indice de Precios Subyacente, No subyacente (definición 2002)",95.37921688,01/01/2014,116.1631525,2014,1,January,1,Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Clasificación 2002 Indice de Precios Subyacente, No subyacente (definición 2002), Administrados y concertados (clasificación 2002)",95.87540523,01/01/2014,115.3312367,2014,1,January,1,Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Clasificación 2002 Indice de Precios Subyacente, No subyacente (definición 2002), Administrados y concertados (clasificación 2002), Concertados (clasificación 2002)",96.85413683,01/01/2014,104.2816925,2014,1,January,1,Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Principales índices, Precios al Consumidor (INPC), Subyacente",97.14525843,01/02/2014,110.4013874,2014,2,February,1,Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente",97.14525843,01/02/2014,110.4013874,2014,2,February,1,Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Clasificación 2002 Indice de Precios Subyacente, Subyacente (clasificación 2002)",97.02208181,01/02/2014,111.4576591,2014,2,February,1,Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Clasificación 2002 Indice de Precios Subyacente, No subyacente (definición 2002)",95.37921688,01/02/2014,116.4302135,2014,2,February,1,Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Clasificación 2002 Indice de Precios Subyacente, No subyacente (definición 2002), Administrados y concertados (clasificación 2002)",95.87540523,01/02/2014,116.1204507,2014,2,February,1,Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Clasificación 2002 Indice de Precios Subyacente, No subyacente (definición 2002), Administrados y concertados (clasificación 2002), Concertados (clasificación 2002)",96.85413683,01/02/2014,104.7666089,2014,2,February,1,Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Principales índices, Precios al Consumidor (INPC), Subyacente",97.14525843,01/03/2014,110.6385144,2014,3,March,1,Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente",97.14525843,01/03/2014,110.6385144,2014,3,March,1,Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Clasificación 2002 Indice de Precios Subyacente, Subyacente (clasificación 2002)",97.02208181,01/03/2014,111.7072233,2014,3,March,1,Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Clasificación 2002 Indice de Precios Subyacente, No subyacente (definición 2002)",95.37921688,01/03/2014,116.9019983,2014,3,March,1,Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Clasificación 2002 Indice de Precios Subyacente, No subyacente (definición 2002), Administrados y concertados (clasificación 2002)",95.87540523,01/03/2014,116.4198791,2014,3,March,1,Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Clasificación 2002 Indice de Precios Subyacente, No subyacente (definición 2002), Administrados y concertados (clasificación 2002), Concertados (clasificación 2002)",96.85413683,01/03/2014,104.6664834,2014,3,March,1,Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Principales índices, Precios al Consumidor (INPC), Subyacente",97.14525843,01/04/2014,110.9605046,2014,4,April,1,Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente",97.14525843,01/04/2014,110.9605046,2014,4,April,1,Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Clasificación 2002 Indice de Precios Subyacente, Subyacente (clasificación 2002)",97.02208181,01/04/2014,112.0872456,2014,4,April,1,Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Clasificación 2002 Indice de Precios Subyacente, No subyacente (definición 2002)",95.37921688,01/04/2014,115.0573083,2014,4,April,1,Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Clasificación 2002 Indice de Precios Subyacente, No subyacente (definición 2002), Administrados y concertados (clasificación 2002)",95.87540523,01/04/2014,114.3270153,2014,4,April,1,Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Clasificación 2002 Indice de Precios Subyacente, No subyacente (definición 2002), Administrados y concertados (clasificación 2002), Concertados (clasificación 2002)",96.85413683,01/04/2014,104.4560786,2014,4,April,1,Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Principales índices, Precios al Consumidor (INPC), Subyacente",97.14525843,01/05/2014,111.0646126,2014,5,May,1,Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente",97.14525843,01/05/2014,111.0646126,2014,5,May,1,Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Clasificación 2002 Indice de Precios Subyacente, Subyacente (clasificación 2002)",97.02208181,01/05/2014,112.2548126,2014,5,May,1,Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Clasificación 2002 Indice de Precios Subyacente, No subyacente (definición 2002)",95.37921688,01/05/2014,113.2349048,2014,5,May,1,Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Clasificación 2002 Indice de Precios Subyacente, No subyacente (definición 2002), Administrados y concertados (clasificación 2002)",95.87540523,01/05/2014,111.2011911,2014,5,May,1,Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Clasificación 2002 Indice de Precios Subyacente, No subyacente (definición 2002), Administrados y concertados (clasificación 2002), Concertados (clasificación 2002)",96.85413683,01/05/2014,104.2561535,2014,5,May,1,Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Principales índices, Precios al Consumidor (INPC), Subyacente",97.14525843,01/06/2014,111.3006406,2014,6,June,1,Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente",97.14525843,01/06/2014,111.3006406,2014,6,June,1,Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Clasificación 2002 Indice de Precios Subyacente, Subyacente (clasificación 2002)",97.02208181,01/06/2014,112.5040912,2014,6,June,1,Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Clasificación 2002 Indice de Precios Subyacente, No subyacente (definición 2002)",95.37921688,01/06/2014,113.2785761,2014,6,June,1,Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Clasificación 2002 Indice de Precios Subyacente, No subyacente (definición 2002), Administrados y concertados (clasificación 2002)",95.87540523,01/06/2014,111.4896406,2014,6,June,1,Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Clasificación 2002 Indice de Precios Subyacente, No subyacente (definición 2002), Administrados y concertados (clasificación 2002), Concertados (clasificación 2002)",96.85413683,01/06/2014,104.2929374,2014,6,June,1,Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Principales índices, Precios al Consumidor (INPC), Subyacente",97.14525843,01/07/2014,111.5098258,2014,7,July,1,Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente",97.14525843,01/07/2014,111.5098258,2014,7,July,1,Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Clasificación 2002 Indice de Precios Subyacente, Subyacente (clasificación 2002)",97.02208181,01/07/2014,112.7160393,2014,7,July,1,Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Clasificación 2002 Indice de Precios Subyacente, No subyacente (definición 2002)",95.37921688,01/07/2014,113.8611394,2014,7,July,1,Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Clasificación 2002 Indice de Precios Subyacente, No subyacente (definición 2002), Administrados y concertados (clasificación 2002)",95.87540523,01/07/2014,111.9162812,2014,7,July,1,Subyacente
"Índice nacional de precios al consumidor. Base segunda quincena de diciembre 2010=100 (mensual), Resumen, Clasificación 2002 Indice de Precios Subyacente, No subyacente (definición 2002), Administrados y concertados (clasificación 2002), Concertados (clasificación 2002)",96.85413683,01/07/2014,104.4403134,2014,7,July,1,Subyacente
